bairro_group,room_type,latitude,longitude,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,price
Brooklyn,Entire home/apt,40.6854,-73.96741,7,0,0.0,1,0,150
Staten Island,Private room,40.64465,-74.09272,1,149,3.7,1,276,50
Manhattan,Private room,40.75466,-73.98487,1,0,0.0,9,283,100
Manhattan,Entire home/apt,40.76651,-73.98752,30,1,0.77,96,327,202
Brooklyn,Private room,40.68918,-73.91217,1,11,0.57,2,0,60
Manhattan,Entire home/apt,40.77671,-73.95516,30,0,0.0,96,332,280
Brooklyn,Entire home/apt,40.70528,-73.92938,2,11,0.28,7,330,150
Brooklyn,Private room,40.69198,-73.9038,2,26,2.82,8,349,65
Queens,Entire home/apt,40.76061,-73.92812,3,14,3.0,1,30,149
Brooklyn,Private room,40.61859,-74.03644,28,0,0.0,1,263,60
Manhattan,Private room,40.79938,-73.97057,5,0,0.0,2,0,100
Brooklyn,Private room,40.7186,-73.9451,1,0,0.0,1,0,70
Bronx,Entire home/apt,40.86143,-73.84556,2,2,2.0,2,169,79
Manhattan,Private room,40.81862,-73.95565,2,5,0.31,1,0,60
Manhattan,Entire home/apt,40.81322,-73.95306,6,187,1.87,1,189,135
Brooklyn,Private room,40.68762,-73.95332,2,2,1.58,2,88,120
Brooklyn,Entire home/apt,40.69477,-73.92376,5,8,0.22,2,0,45
Brooklyn,Entire home/apt,40.681,-73.98882,6,9,0.26,2,0,380
Brooklyn,Private room,40.69174,-73.91141,3,3,0.16,2,332,99
Brooklyn,Entire home/apt,40.64741,-73.92588,1,43,1.17,1,13,105
Brooklyn,Private room,40.68288,-73.96024,3,43,0.44,2,365,75
Brooklyn,Entire home/apt,40.68322,-73.98968,1,183,2.9,1,197,180
Queens,Entire home/apt,40.70971,-73.89741,28,1,0.1,1,365,80
Manhattan,Entire home/apt,40.74467,-73.97188,29,1,0.63,327,345,160
Brooklyn,Entire home/apt,40.68747,-73.92879,3,77,3.66,1,17,189
Brooklyn,Private room,40.69271,-73.94353,1,397,7.97,2,35,70
Brooklyn,Private room,40.68392,-73.90654,6,2,0.06,1,0,35
Brooklyn,Private room,40.65562,-73.93952,3,3,0.29,5,90,60
Manhattan,Entire home/apt,40.73157,-73.98792,30,0,0.0,49,339,278
Staten Island,Private room,40.58091,-74.15485,1,74,3.34,3,78,52
Brooklyn,Private room,40.64689,-74.01401,1,31,3.1,3,361,55
Manhattan,Entire home/apt,40.72146,-73.98838,1,2,0.08,1,0,125
Brooklyn,Entire home/apt,40.73233,-73.95443,1,1,0.03,1,83,300
Queens,Private room,40.76168,-73.91976,3,2,0.1,1,0,55
Manhattan,Private room,40.79013,-73.94473,2,21,0.5,1,0,75
Brooklyn,Private room,40.65255,-73.9454,2,5,0.35,2,40,75
Manhattan,Private room,40.76748,-73.98536,2,1,0.05,1,0,200
Brooklyn,Entire home/apt,40.7117,-73.96321,2,48,0.8,1,365,500
Queens,Entire home/apt,40.71325,-73.85415,3,5,0.45,2,1,89
Manhattan,Private room,40.8229,-73.93925,1,14,0.76,2,180,65
Manhattan,Entire home/apt,40.77339,-73.95421,30,13,0.26,15,333,99
Brooklyn,Private room,40.69867,-73.91968,1,0,0.0,5,329,50
Manhattan,Entire home/apt,40.81035,-73.94598,1,104,1.0,5,247,121
Queens,Entire home/apt,40.59087,-73.81143,1,0,0.0,3,166,139
Brooklyn,Private room,40.68762,-73.92318,10,1,0.02,1,0,28
Brooklyn,Private room,40.67389,-73.93974,3,1,0.03,1,0,80
Queens,Private room,40.72915,-73.79448,2,0,0.0,1,95,70
Manhattan,Entire home/apt,40.78824,-73.94687,1,112,2.38,1,262,195
Queens,Entire home/apt,40.74687,-73.89892,3,55,0.67,3,289,120
Brooklyn,Private room,40.68434,-73.93712,1,5,1.97,1,0,70
Manhattan,Entire home/apt,40.7172,-73.9889,4,0,0.0,1,2,109
Brooklyn,Entire home/apt,40.67055,-73.93233,3,83,3.62,1,17,48
Manhattan,Private room,40.86387,-73.92711,5,6,1.94,9,323,180
Brooklyn,Entire home/apt,40.67988,-73.97375,1,2,0.09,1,0,125
Manhattan,Private room,40.76358,-73.98015,6,0,0.0,1,0,72
Brooklyn,Entire home/apt,40.6101,-73.99591,4,6,0.08,1,0,115
Manhattan,Entire home/apt,40.77146,-73.95482,6,2,1.33,1,101,365
Brooklyn,Entire home/apt,40.655,-73.95975,2,119,2.42,1,243,190
Manhattan,Entire home/apt,40.73434,-74.00462,4,104,2.46,1,58,300
Manhattan,Entire home/apt,40.7197,-73.99331,1,16,0.63,1,0,170
Queens,Private room,40.70503,-73.91433,2,0,0.0,1,0,35
Brooklyn,Entire home/apt,40.71672,-73.95484,2,3,0.98,1,0,180
Brooklyn,Private room,40.71353,-73.94339,2,11,1.56,2,0,75
Brooklyn,Entire home/apt,40.71817,-73.95635,2,3,0.08,1,0,175
Queens,Entire home/apt,40.76818,-73.8276,1,85,3.52,1,151,188
Manhattan,Entire home/apt,40.80064,-73.96778,14,0,0.0,1,34,250
Brooklyn,Entire home/apt,40.66775,-73.97738,4,5,0.4,1,0,195
Manhattan,Entire home/apt,40.72813,-73.99258,2,0,0.0,2,38,400
Brooklyn,Entire home/apt,40.68362,-73.94646,7,1,0.03,1,0,50
Manhattan,Entire home/apt,40.7992,-73.96792,120,2,0.05,2,34,110
Manhattan,Entire home/apt,40.70641,-74.01047,2,2,1.46,327,332,234
Brooklyn,Entire home/apt,40.71009,-73.95741,2,46,0.72,3,14,175
Brooklyn,Private room,40.69267,-73.94395,2,2,1.02,2,5,79
Brooklyn,Private room,40.69134,-73.93288,1,2,2.0,3,139,75
Queens,Private room,40.75739,-73.88144,1,127,6.94,2,80,59
Manhattan,Entire home/apt,40.74244,-73.99781,3,41,1.24,1,1,200
Manhattan,Entire home/apt,40.72645,-73.98591,90,28,1.03,1,0,150
Queens,Entire home/apt,40.71089,-73.85384,4,97,4.42,3,273,60
Manhattan,Private room,40.72278,-73.98497,3,38,0.6,3,357,150
Manhattan,Private room,40.82484,-73.93913,1,7,0.55,2,157,55
Manhattan,Entire home/apt,40.75169,-73.97174,2,2,0.06,4,0,149
Manhattan,Private room,40.72912,-73.98057,1,2,0.05,1,0,50
Brooklyn,Private room,40.70951,-73.95443,3,1,0.12,1,8,80
Brooklyn,Private room,40.64567,-73.89091,1,7,7.0,1,68,45
Manhattan,Private room,40.76053,-73.99002,1,0,0.0,1,0,200
Brooklyn,Private room,40.67804,-73.95411,1,1,0.05,3,0,105
Manhattan,Private room,40.79428,-73.94433,1,145,7.64,1,4,69
Brooklyn,Private room,40.67818,-73.94709,7,1,0.1,3,143,45
Manhattan,Private room,40.74316,-73.98038,2,0,0.0,1,365,400
Manhattan,Entire home/apt,40.71812,-74.0044,3,0,0.0,1,0,190
Brooklyn,Entire home/apt,40.67656,-73.93705,2,106,3.72,1,28,100
Brooklyn,Private room,40.69849,-73.923,2,170,4.58,1,37,75
Brooklyn,Private room,40.64499,-74.02437,30,0,0.0,1,365,100
Queens,Entire home/apt,40.76683,-73.91435,1,12,7.06,3,283,199
Brooklyn,Entire home/apt,40.70982,-73.95609,2,80,4.44,2,74,125
Queens,Private room,40.77337,-73.82501,2,0,0.0,7,0,100
Manhattan,Private room,40.77904,-73.98899,1,24,0.46,3,341,90
Manhattan,Private room,40.72726,-73.98037,2,3,0.1,1,0,90
Staten Island,Private room,40.63661,-74.07868,2,157,3.67,3,324,40
Manhattan,Entire home/apt,40.75028,-73.99533,115,45,0.63,19,210,96
Manhattan,Entire home/apt,40.76174,-73.99228,30,5,0.22,20,333,130
Manhattan,Entire home/apt,40.7532,-73.96711,1,7,0.16,1,0,99
Queens,Private room,40.7274,-73.86537,1,0,0.0,10,95,55
Queens,Private room,40.66458,-73.73464,1,144,6.21,3,0,62
Queens,Private room,40.70228,-73.90097,1,4,2.26,1,1,90
Brooklyn,Private room,40.69433,-73.9432,1,22,4.49,4,282,60
Brooklyn,Shared room,40.6462,-73.96114,1,2,0.06,2,364,400
Manhattan,Entire home/apt,40.74148,-73.98493,1,0,0.0,1,0,200
Brooklyn,Entire home/apt,40.69868,-73.93518,3,75,1.94,1,290,380
Manhattan,Private room,40.71257,-73.98671,1,0,0.0,1,0,125
Brooklyn,Private room,40.71353,-73.94337,7,2,0.11,1,0,60
Brooklyn,Private room,40.64373,-74.01351,1,9,1.59,3,177,49
Brooklyn,Private room,40.59664,-73.95301,2,0,0.0,1,178,250
Manhattan,Private room,40.82353,-73.93824,1,0,0.0,1,0,90
Manhattan,Private room,40.72351,-73.99683,2,54,0.56,1,221,140
Brooklyn,Private room,40.68981,-73.91299,3,8,1.9,1,0,40
Manhattan,Private room,40.72053,-73.98901,1,59,1.0,1,0,130
Brooklyn,Private room,40.70257,-73.98053,1,53,2.33,3,21,80
Staten Island,Entire home/apt,40.57825,-74.10902,3,0,0.0,3,318,75
Brooklyn,Entire home/apt,40.68567,-73.95146,1,8,0.47,2,21,79
Manhattan,Private room,40.73081,-74.00089,7,0,0.0,1,15,200
Manhattan,Private room,40.80238,-73.96503,2,16,0.56,1,0,100
Manhattan,Private room,40.7956,-73.97219,1,31,3.0,3,112,90
Brooklyn,Entire home/apt,40.64563,-73.9419,2,36,0.77,1,248,150
Brooklyn,Entire home/apt,40.66249,-73.95841,2,3,0.1,1,0,90
Manhattan,Private room,40.75612,-73.98864,1,0,0.0,13,351,100
Brooklyn,Private room,40.65348,-73.95978,1,12,0.24,2,90,148
Manhattan,Private room,40.75566,-73.99486,1,3,1.55,5,290,370
Brooklyn,Entire home/apt,40.69135,-73.95859,2,52,1.26,1,264,175
Manhattan,Private room,40.79409,-73.94007,2,2,0.24,2,67,150
Manhattan,Entire home/apt,40.77708,-73.98791,3,24,2.69,1,1,138
Manhattan,Entire home/apt,40.73312,-73.99097,62,0,0.0,1,358,150
Manhattan,Private room,40.82175,-73.95109,2,57,5.9,2,13,57
Manhattan,Entire home/apt,40.75995,-73.98728,30,0,0.0,232,147,278
Manhattan,Entire home/apt,40.72899,-73.98334,4,6,0.65,1,6,160
Manhattan,Private room,40.74515,-73.9813,1,12,5.0,2,156,120
Manhattan,Private room,40.72612,-73.99043,3,98,2.15,1,0,100
Brooklyn,Entire home/apt,40.6884,-73.97527,2,109,3.22,2,243,250
Brooklyn,Private room,40.70522,-73.93075,1,10,0.84,7,310,51
Brooklyn,Private room,40.69459,-73.95551,2,22,1.64,34,289,65
Brooklyn,Private room,40.70898,-73.96121,3,54,2.24,2,96,75
Brooklyn,Private room,40.68389,-73.96201,30,0,0.0,3,347,185
Manhattan,Entire home/apt,40.75788,-73.9689,2,14,0.3,1,0,149
Brooklyn,Private room,40.69447,-73.91364,2,5,4.17,2,301,70
Brooklyn,Private room,40.67058,-73.93526,5,1,1.0,1,282,70
Brooklyn,Entire home/apt,40.68624,-73.9122,3,54,2.6,1,59,150
Brooklyn,Private room,40.68046,-73.94277,2,1,0.2,2,89,175
Manhattan,Entire home/apt,40.74404,-73.97887,30,6,0.45,2,271,100
Manhattan,Private room,40.75671,-73.99694,1,20,2.49,30,359,199
Brooklyn,Entire home/apt,40.67501,-73.95873,2,20,0.44,1,0,95
Brooklyn,Entire home/apt,40.67834,-73.92442,30,155,3.97,1,281,135
Queens,Entire home/apt,40.77002,-73.91498,2,18,0.38,1,83,100
Manhattan,Private room,40.82717,-73.95249,5,4,0.11,1,0,57
Brooklyn,Entire home/apt,40.67763,-73.94581,5,3,0.12,2,22,375
Manhattan,Entire home/apt,40.754,-73.96531,28,6,0.95,49,253,675
Queens,Entire home/apt,40.75705,-73.91771,14,0,0.0,1,0,83
Manhattan,Entire home/apt,40.72975,-74.00157,3,18,1.28,1,10,200
Manhattan,Private room,40.7823,-73.98081,1,27,0.69,1,0,84
Brooklyn,Entire home/apt,40.65204,-73.94938,4,104,1.32,1,338,133
Brooklyn,Entire home/apt,40.69459,-73.98261,5,2,0.08,1,0,130
Manhattan,Entire home/apt,40.8637,-73.92858,3,0,0.0,1,0,160
Brooklyn,Entire home/apt,40.68376,-73.95109,3,41,3.3,1,219,66
Brooklyn,Shared room,40.63899,-73.95177,2,5,0.07,1,321,29
Brooklyn,Private room,40.67935,-73.96912,3,1,0.1,3,0,75
Brooklyn,Entire home/apt,40.67772,-73.95564,2,7,4.12,1,328,278
Manhattan,Private room,40.76865,-73.98672,3,0,0.0,2,0,145
Brooklyn,Private room,40.67463,-73.9606,31,0,0.0,1,328,65
Manhattan,Entire home/apt,40.72785,-73.97976,1,80,4.62,3,21,155
Bronx,Private room,40.82347,-73.89495,4,26,0.85,2,7,65
Manhattan,Private room,40.72301,-73.98347,4,21,3.56,1,52,125
Manhattan,Private room,40.72836,-73.99953,7,3,0.94,1,88,90
Brooklyn,Entire home/apt,40.72528,-73.94428,5,72,2.73,2,198,175
Brooklyn,Entire home/apt,40.68584,-73.97571,2,1,0.03,1,0,135
Brooklyn,Entire home/apt,40.65949,-73.94852,5,1,0.02,1,0,50
Queens,Private room,40.67261,-73.79675,1,49,5.88,3,38,99
Brooklyn,Private room,40.72754,-73.95674,1,24,1.77,7,32,105
Brooklyn,Entire home/apt,40.6612,-73.98568,70,3,0.08,1,0,70
Brooklyn,Entire home/apt,40.68652,-73.93506,30,13,0.32,3,140,98
Brooklyn,Entire home/apt,40.67359,-73.97434,365,1,0.01,1,365,100
Manhattan,Entire home/apt,40.76192,-73.9909,3,3,0.14,1,0,180
Manhattan,Entire home/apt,40.79444,-73.96613,6,11,1.05,1,200,195
Brooklyn,Private room,40.69411,-73.93987,2,1,0.05,1,0,85
Manhattan,Entire home/apt,40.74579,-73.9726,4,11,2.23,1,140,599
Manhattan,Entire home/apt,40.7205,-73.9986,2,3,0.08,1,0,259
Brooklyn,Private room,40.63142,-73.97154,1,0,0.0,1,0,100
Brooklyn,Entire home/apt,40.65046,-74.00402,1,26,2.52,1,0,100
Brooklyn,Entire home/apt,40.67376,-73.96373,5,1,0.03,1,0,120
Manhattan,Private room,40.72392,-73.98719,3,2,0.09,1,0,70
Manhattan,Entire home/apt,40.76891,-73.95289,3,0,0.0,1,357,600
Brooklyn,Entire home/apt,40.71174,-73.94956,2,54,3.17,2,154,249
Brooklyn,Private room,40.69747,-73.97506,30,0,0.0,25,310,48
Brooklyn,Entire home/apt,40.6848,-73.92974,2,5,1.39,2,64,130
Brooklyn,Private room,40.68844,-73.99142,2,38,1.33,3,0,70
Manhattan,Private room,40.72025,-73.97901,10,14,0.49,1,7,67
Brooklyn,Entire home/apt,40.64407,-73.97428,2,10,0.54,2,0,150
Manhattan,Private room,40.78859,-73.94715,2,152,2.03,4,12,75
Queens,Private room,40.66939,-73.76975,1,576,13.4,2,173,47
Manhattan,Entire home/apt,40.73737,-73.99475,1,0,0.0,1,0,225
Manhattan,Entire home/apt,40.80622,-73.93875,2,0,0.0,1,3,115
Manhattan,Private room,40.80399,-73.94665,250,91,1.47,1,138,100
Manhattan,Entire home/apt,40.75174,-73.97213,2,3,0.23,13,266,672
Brooklyn,Entire home/apt,40.70158,-73.91851,1,0,0.0,1,0,130
Manhattan,Entire home/apt,40.76279,-73.99463,2,0,0.0,1,139,15
Manhattan,Private room,40.86764,-73.9259,2,17,1.54,2,243,50
Manhattan,Entire home/apt,40.73894,-73.98651,2,0,0.0,1,0,340
Queens,Private room,40.68558,-73.78018,1,8,0.42,4,155,65
Brooklyn,Private room,40.68618,-73.96603,2,38,0.5,6,158,98
Manhattan,Entire home/apt,40.74703,-73.98738,4,48,2.44,1,327,160
Brooklyn,Private room,40.7135,-73.9583,1,0,0.0,2,0,98
Manhattan,Private room,40.86648,-73.9263,7,0,0.0,2,323,75
Manhattan,Private room,40.85842,-73.92928,1,7,0.21,1,0,79
Queens,Private room,40.72417,-73.76053,1,15,1.14,2,349,65
Bronx,Private room,40.88587,-73.89865,4,0,0.0,1,87,80
Brooklyn,Entire home/apt,40.6918,-73.95884,8,16,0.81,1,6,85
Queens,Entire home/apt,40.71848,-73.85025,2,9,0.37,2,4,400
Manhattan,Private room,40.7654,-73.98202,2,0,0.0,2,2,600
Queens,Entire home/apt,40.75296,-73.93716,2,182,2.2,1,272,350
Manhattan,Entire home/apt,40.74188,-73.98419,3,0,0.0,1,337,650
Manhattan,Entire home/apt,40.80083,-73.93778,1,5,0.57,1,352,300
Manhattan,Private room,40.80029,-73.94294,3,7,0.11,1,310,90
Manhattan,Shared room,40.76404,-73.98873,1,9,2.33,5,363,75
Manhattan,Private room,40.83644,-73.94231,3,1,0.15,1,245,40
Queens,Entire home/apt,40.72756,-73.71795,3,0,0.0,1,0,42
Manhattan,Entire home/apt,40.72825,-74.00225,2,70,0.92,1,339,290
Manhattan,Entire home/apt,40.73808,-74.00254,30,3,0.16,1,83,150
Manhattan,Private room,40.86159,-73.92686,1,15,2.01,9,89,60
Queens,Entire home/apt,40.76623,-73.90911,2,154,4.38,1,283,99
Brooklyn,Entire home/apt,40.57859,-73.95962,2,1,0.42,1,102,160
Manhattan,Private room,40.8122,-73.95246,3,8,0.17,1,0,172
Queens,Entire home/apt,40.7452,-73.9535,2,43,3.6,1,239,155
Queens,Private room,40.70722,-73.89614,30,1,0.68,23,281,34
Staten Island,Private room,40.63304,-74.09244,1,6,0.95,1,262,90
Manhattan,Entire home/apt,40.76536,-73.98864,45,6,0.63,12,365,160
Manhattan,Entire home/apt,40.74142,-74.0025,2,4,0.25,1,0,150
Brooklyn,Entire home/apt,40.68063,-73.95015,3,122,3.26,1,275,140
Manhattan,Entire home/apt,40.74143,-73.99469,30,1,0.17,232,323,343
Manhattan,Private room,40.78194,-73.94791,1,1,0.04,1,0,65
Manhattan,Entire home/apt,40.72856,-74.00097,3,8,0.41,1,0,170
Brooklyn,Private room,40.70374,-73.92497,3,17,1.04,1,16,45
Brooklyn,Entire home/apt,40.64282,-73.94497,4,0,0.0,1,13,199
Manhattan,Private room,40.79929,-73.95199,3,147,3.55,1,66,100
Manhattan,Private room,40.79841,-73.95257,2,27,0.44,1,183,72
Bronx,Private room,40.82964,-73.91833,3,0,0.0,1,162,53
Brooklyn,Entire home/apt,40.67505,-73.95969,3,31,0.32,1,193,97
Bronx,Private room,40.80958,-73.91895,1,29,3.15,4,312,120
Brooklyn,Entire home/apt,40.7342,-73.95707,5,0,0.0,2,64,205
Brooklyn,Private room,40.66945,-73.95717,30,1,1.0,7,94,64
Manhattan,Private room,40.76021,-73.99197,30,0,0.0,5,0,69
Manhattan,Entire home/apt,40.70803,-74.00502,29,2,0.27,96,337,169
Manhattan,Entire home/apt,40.83469,-73.94604,2,13,1.63,2,0,129
Manhattan,Entire home/apt,40.74796,-73.97018,3,0,0.0,1,0,144
Brooklyn,Entire home/apt,40.67356,-73.9425,1,215,2.55,3,348,185
Manhattan,Entire home/apt,40.73557,-73.98038,3,1,0.08,1,0,150
Manhattan,Private room,40.80204,-73.95794,2,21,0.45,1,79,100
Brooklyn,Private room,40.59621,-73.95767,2,80,2.42,3,35,51
Manhattan,Private room,40.81303,-73.95285,1,13,3.05,1,296,180
Brooklyn,Private room,40.64126,-73.90953,3,1,0.05,4,364,80
Manhattan,Private room,40.81798,-73.93956,1,53,3.33,1,0,115
Brooklyn,Entire home/apt,40.68161,-73.93811,28,0,0.0,4,173,140
Manhattan,Entire home/apt,40.76745,-73.98489,30,8,0.2,52,311,87
Manhattan,Private room,40.76527,-73.98139,3,0,0.0,1,3,299
Manhattan,Private room,40.77016,-73.95632,2,32,3.21,1,75,149
Manhattan,Entire home/apt,40.82135,-73.95521,500,0,0.0,1,362,75
Manhattan,Private room,40.84437,-73.94328,3,2,0.53,1,173,70
Queens,Private room,40.7446,-73.92342,1,0,0.0,1,0,85
Brooklyn,Entire home/apt,40.71947,-73.95252,4,46,0.52,1,121,250
Queens,Private room,40.70817,-73.83595,1,13,2.41,2,17,40
Manhattan,Private room,40.80492,-73.94486,2,3,0.08,1,0,125
Manhattan,Entire home/apt,40.72271,-73.98478,3,42,0.63,1,330,199
Manhattan,Entire home/apt,40.77768,-73.94998,31,2,0.19,33,324,160
Manhattan,Private room,40.84874,-73.94202,1,129,3.75,2,299,99
Bronx,Private room,40.88192,-73.86186,1,70,3.55,1,283,60
Brooklyn,Private room,40.71328,-73.95787,1,0,0.0,1,0,130
Manhattan,Private room,40.74695,-74.00454,4,1,0.02,1,365,255
Manhattan,Entire home/apt,40.71281,-73.99174,1,16,0.28,1,0,140
Queens,Private room,40.68615,-73.78747,1,177,7.0,3,180,80
Brooklyn,Entire home/apt,40.71186,-73.95736,1,28,5.22,1,93,129
Brooklyn,Private room,40.67915,-74.00707,25,10,0.2,1,290,63
Queens,Entire home/apt,40.74391,-73.95461,2,0,0.0,1,0,120
Manhattan,Entire home/apt,40.77786,-73.98066,1,41,1.39,1,8,243
Brooklyn,Entire home/apt,40.68736,-73.92369,4,8,0.19,4,0,90
Manhattan,Entire home/apt,40.83403,-73.93867,1,1,0.03,1,0,200
Manhattan,Private room,40.70874,-74.01342,1,0,0.0,2,0,102
Manhattan,Private room,40.82546,-73.94629,4,33,0.57,3,292,39
Queens,Entire home/apt,40.74807,-73.91343,3,4,2.79,1,110,101
Manhattan,Entire home/apt,40.79638,-73.96332,30,1,0.09,16,284,125
Queens,Private room,40.71429,-73.85088,3,15,0.41,4,0,59
Brooklyn,Private room,40.68208,-73.9104,3,2,0.06,2,365,65
Brooklyn,Private room,40.66531,-73.93267,4,0,0.0,1,0,100
Brooklyn,Entire home/apt,40.6909,-73.92662,3,18,2.33,1,134,140
Manhattan,Entire home/apt,40.77225,-73.95326,2,16,2.24,1,4,70
Manhattan,Entire home/apt,40.73927,-73.99833,1,8,0.19,2,0,220
Manhattan,Private room,40.85186,-73.9305,3,5,0.22,1,0,37
Manhattan,Entire home/apt,40.80759,-73.94103,5,13,2.48,3,8,99
Manhattan,Entire home/apt,40.83471,-73.94288,1,96,2.48,4,309,359
Manhattan,Private room,40.7435,-74.00119,2,128,4.52,1,252,289
Brooklyn,Entire home/apt,40.69587,-73.94037,4,9,0.22,1,1,85
Brooklyn,Entire home/apt,40.71432,-73.9497,3,57,2.89,1,182,358
Brooklyn,Private room,40.6838,-73.95161,2,25,2.29,7,349,60
Brooklyn,Private room,40.65591,-73.94352,2,9,0.83,4,132,49
Manhattan,Entire home/apt,40.82033,-73.94358,1,103,2.67,2,339,125
Queens,Private room,40.70458,-73.81418,1,0,0.0,18,355,135
Manhattan,Private room,40.80504,-73.96454,4,1,0.02,1,0,100
Manhattan,Entire home/apt,40.72745,-74.0027,6,61,1.27,1,275,190
Manhattan,Private room,40.83368,-73.94314,4,0,0.0,1,0,80
Brooklyn,Private room,40.70102,-73.92864,2,52,2.21,1,288,90
Manhattan,Entire home/apt,40.76643,-73.95809,1,2,0.05,1,0,150
Brooklyn,Private room,40.66756,-73.95187,1,5,0.1,1,0,55
Brooklyn,Entire home/apt,40.60557,-73.99799,2,27,2.57,2,128,123
Brooklyn,Private room,40.64775,-74.00858,3,2,0.06,1,0,41
Brooklyn,Entire home/apt,40.69178,-73.97345,3,5,0.55,1,0,145
Manhattan,Entire home/apt,40.73955,-73.98243,30,36,0.98,1,242,199
Manhattan,Entire home/apt,40.77568,-73.95405,1,20,0.77,1,0,170
Queens,Shared room,40.76677,-73.91169,5,0,0.0,3,83,55
Manhattan,Private room,40.76093,-73.98327,3,0,0.0,1,179,302
Brooklyn,Entire home/apt,40.68727,-73.972,3,12,0.2,1,0,175
Manhattan,Entire home/apt,40.74786,-73.99527,1,0,0.0,1,0,125
Brooklyn,Private room,40.67739,-73.95561,1,2,0.11,2,0,60
Brooklyn,Entire home/apt,40.71447,-73.96234,7,3,0.12,1,43,160
Brooklyn,Entire home/apt,40.6789,-73.96242,4,15,0.41,1,15,189
Manhattan,Private room,40.73419,-73.98726,7,2,0.19,1,31,120
Manhattan,Private room,40.79215,-73.97108,1,0,0.0,1,0,80
Manhattan,Shared room,40.81991,-73.9575,1,0,0.0,2,86,60
Manhattan,Private room,40.72011,-73.99535,1,1,0.06,1,0,125
Manhattan,Private room,40.76109,-73.99305,3,126,4.42,1,3,135
Manhattan,Entire home/apt,40.7055,-74.00866,1,0,0.0,1,0,165
Manhattan,Private room,40.80384,-73.94692,3,164,2.85,1,87,68
Brooklyn,Private room,40.69108,-73.91531,5,0,0.0,1,0,65
Brooklyn,Private room,40.67719,-73.98142,1,113,2.87,2,352,50
Manhattan,Entire home/apt,40.73634,-74.00841,2,9,0.16,1,0,200
Manhattan,Entire home/apt,40.79202,-73.96887,3,10,1.29,1,13,175
Brooklyn,Entire home/apt,40.72107,-73.95376,1,3,0.1,1,0,159
Manhattan,Entire home/apt,40.71646,-74.01379,2,1,0.05,1,0,300
Brooklyn,Entire home/apt,40.72583,-73.94177,30,3,0.07,52,340,159
Brooklyn,Private room,40.71248,-73.96379,1,5,0.11,1,0,90
Manhattan,Private room,40.80042,-73.96147,30,1,1.0,32,317,60
Manhattan,Entire home/apt,40.78544,-73.97062,4,0,0.0,1,317,150
Brooklyn,Private room,40.68105,-73.99267,1,20,1.29,4,151,53
Brooklyn,Entire home/apt,40.66763,-73.98156,4,58,1.38,1,132,163
Brooklyn,Entire home/apt,40.66077,-73.96004,4,6,0.23,2,337,175
Manhattan,Private room,40.72918,-73.99889,2,1,0.04,2,0,100
Bronx,Private room,40.82754,-73.82124,1,1,1.0,1,365,65
Brooklyn,Private room,40.69636,-73.91138,1,20,0.32,2,285,79
Brooklyn,Private room,40.67784,-73.94995,7,0,0.0,1,0,51
Brooklyn,Entire home/apt,40.71889,-73.95707,7,2,0.08,1,0,150
Brooklyn,Private room,40.69405,-73.91403,1,1,0.03,1,0,40
Manhattan,Entire home/apt,40.72772,-73.98046,3,25,2.4,1,1,149
Brooklyn,Private room,40.71823,-73.94093,2,3,0.14,1,0,48
Manhattan,Entire home/apt,40.73207,-74.01087,4,1,1.0,1,50,270
Brooklyn,Entire home/apt,40.65761,-73.94646,1,4,0.11,2,0,119
Manhattan,Entire home/apt,40.76198,-73.99644,29,0,0.0,327,334,184
Brooklyn,Private room,40.68965,-73.9288,7,0,0.0,1,0,65
Manhattan,Private room,40.74462,-74.00139,5,77,2.73,2,79,103
Brooklyn,Private room,40.71297,-73.94336,4,80,1.55,1,0,75
Brooklyn,Entire home/apt,40.69071,-73.97057,30,38,0.63,2,5,200
Manhattan,Entire home/apt,40.72508,-73.98335,1,1,0.05,1,0,250
Manhattan,Entire home/apt,40.77867,-73.95143,1,30,11.25,1,42,151
Brooklyn,Entire home/apt,40.68157,-73.98989,30,19,0.2,1,208,200
